#{"t_start": 1622666921.248959, "env_id": null}
r,l,t
44.448437,10,4544.255559
209.087785,32,4546.828871
64.166543,13,4547.860896
88.57876,18,4549.27388
103.542735,22,4551.036909
68.206968,14,4552.122263
54.13471,12,4553.071742
49.389499,11,4553.972509
72.651531,15,4555.153806
119.128734,18,4556.610298
100.180902,17,4557.993948
77.13727,15,4559.209659
170.530444,35,4561.91218
64.156523,14,4562.970267
80.859207,14,4564.111486
63.983881,13,4565.133301
61.233724,13,4566.123525
112.425425,22,4567.820629
109.357649,20,4569.434135
88.231157,15,4570.648293
93.715391,20,4572.227445
112.836503,17,4573.566379
155.570989,32,4576.09087
74.091191,16,4577.366735
65.975773,12,4578.328957
44.199583,9,4579.032215
77.429719,15,4580.214257
59.349665,13,4581.237247
72.564351,14,4582.35143
99.185392,15,4583.579816
81.686211,16,4584.831616
103.712755,18,4586.224858
92.850236,16,4587.487333
57.194138,11,4588.356122
84.972451,17,4589.692607
88.456961,17,4591.029585
49.337012,11,4591.895247
130.708411,22,4593.586442
68.99675,13,4594.638526
106.518346,21,4596.239696
73.728471,16,4597.50124
109.848903,22,4599.256893
49.376819,11,4600.136862
54.232032,12,4601.057274
61.34421,11,4601.94867
100.224434,18,4603.387253
57.244083,11,4604.269578
72.72956,14,4605.386404
39.285895,8,4606.020786
108.7268,22,4607.768461
96.615715,17,4609.132832
72.707679,14,4610.232359
44.349964,9,4610.94451
74.082205,13,4612.004715
44.354015,9,4612.730974
103.149902,17,4614.084077
54.133721,12,4615.041445
39.267855,8,4615.673405
125.133402,23,4617.55325
74.29883,13,4618.614815
97.470426,17,4620.010386
82.352952,15,4621.187481
59.243214,13,4622.229682
95.82256,19,4623.685341
49.262779,10,4624.470786
83.613741,18,4625.860193
69.360193,12,4626.841973
49.358069,11,4627.70846
69.071978,15,4628.835584
89.429119,16,4630.091796
84.091834,18,4631.517272
34.407966,7,4632.078135
49.136491,10,4632.865518
98.870455,21,4634.512305
109.013954,20,4636.116876
34.376471,7,4636.680091
123.221193,26,4638.730715
123.554443,25,4640.687967
143.950893,29,4642.96941
34.332267,7,4643.522972
64.128748,13,4644.591919
132.871928,24,4646.454648
44.346928,9,4647.170946
54.33085,12,4648.150821
54.121003,12,4649.098102
88.582022,17,4650.443667
98.448743,20,4652.060554
151.308237,25,4654.10644
64.202972,14,4655.212723
108.62287,23,4657.029017
56.189599,11,4657.891615
144.655051,28,4660.120469
73.034414,15,4661.273277
88.902904,19,4662.73115
68.132217,13,4663.752315
120.38307,24,4665.657559
71.72448,12,4666.617098
91.549545,16,4667.880547
49.161149,10,4668.686678
78.100167,15,4669.866995
90.031119,13,4670.87133
39.282348,8,4671.509036
203.156219,34,4674.172562
204.625442,39,4677.169669
44.289715,10,4677.9703
67.115451,12,4678.916787
64.114356,12,4679.980631
66.934958,13,4681.015945
79.111066,17,4682.362161
54.124972,12,4683.284564
44.26813,9,4684.015624
49.271566,11,4684.90227
66.887127,12,4685.871531
34.448555,8,4686.479681
106.326034,21,4688.099298
138.245121,29,4690.326579
107.765963,22,4692.005102
74.780591,14,4693.0871
78.309907,16,4694.360086
88.776451,14,4695.506364
205.187405,31,4697.945696
125.995915,23,4699.778884
112.366891,17,4701.147901
76.734013,15,4702.336439
59.039709,13,4703.395284
88.560324,18,4704.809846
46.390202,10,4705.58397
44.425126,10,4706.363532
103.8194,22,4708.054258
79.125813,17,4709.412634
78.584979,14,4710.498863
93.665971,20,4712.095257
64.247133,14,4713.218918
113.422678,23,4715.030882
230.709104,29,4717.435892
74.070008,16,4718.706254
93.895845,17,4720.061997
100.090996,16,4721.344649
54.198272,12,4722.284179
49.250832,11,4723.183668
91.356483,16,4724.466254
48.495755,10,4725.251111
93.098838,15,4726.382473
83.728484,17,4727.744683
64.300853,13,4728.775822
122.675323,24,4730.636104
125.591543,26,4732.716979
96.248989,18,4734.189121
44.3497,9,4734.915298
62.258702,13,4735.954988
103.866983,22,4737.694023
44.200837,9,4738.401231
125.324274,22,4740.143784
214.494073,36,4743.060986
43.037713,8,4743.697676
44.253831,10,4744.490701
49.277091,10,4745.28843
59.115586,12,4746.254855
78.859041,17,4747.530635
48.621493,10,4748.352024
82.106955,17,4749.725494
67.015757,14,4750.793295
54.212127,12,4751.779774
82.374957,16,4753.052211
73.08702,15,4754.233261
73.40351,14,4755.321081
34.538628,8,4755.95917
79.007817,17,4757.320621
77.065433,13,4758.329943
96.662474,16,4759.638232
92.722955,19,4761.268746
34.347496,7,4761.820521
64.237289,14,4762.909644
64.281203,14,4764.033252
131.047807,25,4766.01959
73.995118,16,4767.260264
81.454381,15,4768.430053
95.450443,15,4769.610116
39.287894,8,4770.235318
49.19241,11,4771.094397
44.393462,10,4771.872269
83.192973,15,4773.080172
34.467643,8,4773.727014
39.304697,8,4774.396399
93.726293,19,4775.943922
69.221379,15,4777.125473
94.891773,18,4778.541161
78.83195,17,4779.865868
83.013161,13,4780.903468
34.367246,7,4781.475175
49.318883,11,4782.350046
63.255302,12,4783.29001
75.598432,14,4784.419818
112.867125,19,4786.008889
107.123428,20,4787.603478
64.247248,14,4788.684864
34.487476,8,4789.312021
53.50193,7,4789.881106
68.878504,15,4791.002066
66.80512,13,4792.039759
34.317639,7,4792.595656
106.339235,19,4794.102391
60.24167,11,4794.936757
60.477443,9,4795.646135
49.413933,11,4796.52385
88.248784,13,4797.53059
70.908888,11,4798.407464
58.951716,12,4799.34445
39.26156,8,4799.987036
49.365972,11,4800.881216
72.591704,13,4801.928473
69.157222,15,4803.11623
67.999361,13,4804.142926
86.48136,15,4805.357744
71.275691,12,4806.310614
59.085403,13,4807.29852
166.572082,29,4809.640886
74.004965,16,4810.942643
49.288301,11,4811.808644
44.261979,9,4812.536068
109.943742,16,4813.83549
49.211259,11,4814.734779
88.633247,18,4816.143677
79.113244,17,4817.502242
114.443979,19,4818.999316
68.131707,12,4819.946517
44.215343,10,4820.723159
69.005564,14,4821.815258
46.435201,10,4822.589175
158.04221,21,4824.229299
97.892779,18,4825.655572
97.293007,18,4827.080621
74.125738,15,4828.304895
101.956275,20,4829.926383
44.31844,10,4830.726121
44.48475,10,4831.534274
103.988624,15,4832.704317
48.643975,10,4833.510634
64.156499,14,4834.65749
106.344866,22,4836.373623
69.873995,11,4837.255979
67.232828,12,4838.21946
62.099737,12,4839.187851
64.129995,13,4840.217339
49.23579,10,4841.01777
78.085251,11,4841.872546
147.712086,25,4843.915307
257.022207,41,4847.202106
63.2369,11,4848.063331
73.901543,15,4849.249995
123.485732,26,4851.289617
107.830854,21,4852.959485
105.316781,18,4854.368363
39.315898,8,4854.99981
39.31584,8,4855.629376
79.093848,17,4856.982053
54.2547,12,4857.949068
64.318602,14,4859.028699
34.354465,7,4859.573833
54.248524,11,4860.456478
72.012649,13,4861.506019
83.752703,18,4862.928377
64.128516,14,4864.029094
57.644041,11,4864.905264
51.962589,9,4865.637044
191.278071,30,4868.023168
68.880331,15,4869.217064
90.427656,15,4870.421575
39.337768,8,4871.063497
59.239986,13,4872.099751
97.107121,16,4873.38476
59.149675,13,4874.376385
132.623023,18,4875.771403
52.464152,10,4876.574969
154.979929,29,4878.899338
49.382016,11,4879.77409
133.21759,23,4881.59276
78.883245,14,4882.721435
103.414085,22,4884.418066
39.363653,8,4885.052378
174.458691,28,4887.24878
64.109115,13,4888.295736
62.067384,11,4889.179163
90.055487,18,4890.684635
49.2634,11,4891.538998
122.63284,23,4893.396524
92.405305,19,4894.89027
131.283916,19,4896.448183
78.092731,16,4897.742896
63.834015,13,4898.788966
91.337301,16,4900.038472
49.114892,10,4900.824334
88.85587,19,4902.361036
110.971454,20,4903.95644
39.45423,9,4904.681218
44.35317,10,4905.472867
125.620499,25,4907.432038
39.391074,9,4908.138727
99.033209,18,4909.567602
73.923515,16,4910.820463
84.125957,18,4912.297957
111.541752,20,4913.869849
103.562051,21,4915.529333
71.921926,13,4916.571347
93.82145,19,4918.127534
69.089447,15,4919.286947
67.797041,13,4920.304346
90.739122,17,4921.635341
110.212194,21,4923.307775
91.843882,18,4924.789375
84.325941,13,4925.845578
129.138721,22,4927.597162
52.864477,10,4928.401529
122.495571,23,4930.326699
97.690298,20,4931.8579
49.488871,11,4932.749206
71.864669,12,4933.71132
109.673812,16,4934.972724
78.98487,17,4936.298258
44.266352,10,4937.084107
44.390672,10,4937.87753
49.195102,11,4938.764601
93.544297,19,4940.283707
114.751855,22,4942.030068
62.162914,13,4943.060497
108.874586,16,4944.353513
54.241317,12,4945.317942
98.708727,15,4946.492299
71.749672,12,4947.4529
39.29849,8,4948.089367
158.583592,26,4950.231618
49.313654,11,4951.097539
49.257169,10,4951.885568
49.209176,10,4952.682709
65.080634,13,4953.728124
88.73238,19,4955.208834
113.183707,24,4957.086561
103.391382,21,4958.719624
193.589318,30,4961.155556
69.281556,14,4962.257511
59.535542,10,4963.068432
39.416767,9,4963.780197
100.407817,16,4965.048649
83.910963,18,4966.486625
39.359438,8,4967.129093
44.273577,9,4967.85178
54.491928,11,4968.721067
85.04282,14,4969.845308
44.343683,9,4970.56718
59.279143,13,4971.553056
64.014316,14,4972.628578
56.365187,12,4973.606588
79.464682,16,4974.818154
72.529535,14,4975.940793
131.248014,22,4977.657579
88.018865,18,4979.075122
73.914651,16,4980.360184
59.142239,12,4981.314977
88.519704,18,4982.669242
125.106588,23,4984.518937
141.613791,22,4986.285211
86.401026,16,4987.55745
69.054208,15,4988.733814
115.651422,19,4990.282914
49.196107,11,4991.147443
79.193246,17,4992.526029
64.103818,14,4993.652822
77.121865,16,4994.925998
86.138454,16,4996.19696
91.680705,17,4997.552026
121.284653,23,4999.337859
167.312731,28,5001.58698
93.865769,18,5002.995759
76.247532,14,5004.088123
70.048208,12,5005.107316
54.104746,11,5005.964932
54.163511,11,5006.8202
54.223867,11,5007.66567
102.314883,19,5009.15093
94.05697,15,5010.375577
123.409868,26,5012.430644
58.992129,12,5013.388865
53.559582,11,5014.232427
49.195223,10,5015.029975
52.866729,10,5015.830598
39.341254,8,5016.469726
49.173182,11,5017.3077
88.481051,19,5018.781469
62.368962,12,5019.73581
103.4557,22,5021.421518
105.5195,18,5022.883705
121.459583,21,5024.581603
57.972193,12,5025.548185
44.272636,9,5026.264538
66.243008,14,5027.382029
49.137386,10,5028.191811
78.857969,17,5029.526937
73.353685,15,5030.701867
66.927973,11,5031.597227
39.303717,8,5032.244923
54.146078,11,5033.129992
91.268327,15,5034.314879
64.034395,13,5035.329797
39.360405,8,5035.966143
54.300877,12,5036.90222
34.372705,7,5037.467234
109.656811,22,5039.22017
80.925779,16,5040.489951
231.622251,41,5043.815612
89.981343,17,5045.174731
47.249266,10,5045.961965
64.404706,12,5046.895234
53.643072,11,5047.779464
34.463499,8,5048.434028
183.919727,26,5050.539825
83.893062,18,5051.965598
128.310239,25,5053.919053
150.57813,21,5055.607277
52.445562,11,5056.486619
167.145345,24,5058.428243
69.156212,14,5059.51248
69.168588,15,5060.707612
123.846719,24,5062.599596
73.793736,15,5063.754927
54.142631,11,5064.63975
65.013127,13,5065.667652
68.983113,15,5066.826575
62.405334,12,5067.786638
93.805319,20,5069.352552
39.395074,9,5070.076648
83.799633,18,5071.517137
44.264641,9,5072.22867
49.317415,11,5073.131598
49.307201,10,5073.939694
49.21547,11,5074.837413
38.741114,8,5075.493135
39.400769,8,5076.14736
71.504982,14,5077.262113
82.988226,16,5078.517107
34.339991,7,5079.069158
74.015861,16,5080.32439
74.162211,16,5081.585982
82.970319,15,5082.754189
103.392988,21,5084.377086
73.204348,15,5085.549238
59.180062,13,5086.594975
59.070435,12,5087.563842
78.830036,17,5088.943342
73.071154,15,5090.155148
68.841244,14,5091.267092
54.240415,12,5092.219354
44.358432,10,5093.002431
150.685591,21,5094.699137
130.261637,22,5096.470686
39.393156,8,5097.110456
74.264156,16,5098.403853
109.816582,19,5099.924753
160.205247,30,5102.340303
73.987294,16,5103.621827
67.212393,13,5104.674598
73.903039,16,5105.941283
65.525625,12,5106.904932
112.121046,17,5108.26114
75.232075,15,5109.415679
105.624231,19,5110.981239
89.011098,18,5112.449565
54.283809,12,5113.41478
77.542304,15,5114.657939
73.807318,15,5115.874653
63.481127,13,5116.918922
49.290555,10,5117.722724
68.980914,15,5118.89623
44.336455,10,5119.670007
69.073257,15,5120.847572
98.896532,21,5122.470933
54.445511,12,5123.414989
49.110811,10,5124.21442
57.049067,12,5125.145095
79.107712,17,5126.462142
89.046551,17,5127.777744
56.338903,12,5128.696227
123.60235,26,5130.722004
122.704389,19,5132.242793
52.315717,10,5133.054169
80.009615,14,5134.173593
98.856422,21,5135.851301
59.307424,13,5136.891465
62.050454,10,5137.682321
90.189867,15,5138.903471
44.344208,10,5139.691511
44.347636,10,5140.481716
52.91601,10,5141.276853
57.512986,11,5142.171844
107.444448,19,5143.673883
64.180632,13,5144.702577
58.993154,12,5145.660373
84.000333,18,5147.097024
113.99689,22,5148.82635
81.516598,13,5149.855694
118.311324,25,5151.818577
85.097957,17,5153.15544
113.014875,18,5154.58714
59.012181,12,5155.502535
113.655092,24,5157.392421
165.884448,33,5159.958401
96.16416,16,5161.267117
108.646982,20,5162.840848
83.940911,17,5164.218582
157.977023,33,5166.870844
92.676349,18,5168.379694
99.319245,17,5169.769134
54.092729,12,5170.696445
95.465275,17,5172.060823
69.099483,15,5173.256307
210.456164,41,5176.526811
57.303616,11,5177.415802
77.636559,14,5178.521359
111.481995,21,5180.175948
39.427986,9,5180.892262
63.947302,13,5181.912653
113.24583,24,5183.769284
107.805141,20,5185.344038
101.528707,16,5186.624843
88.623536,18,5188.06883
81.933045,17,5189.444205
105.535734,16,5190.762892
103.440582,17,5192.143524
49.201285,10,5192.956786
104.568058,18,5194.407335
52.855159,10,5195.231859
34.452111,7,5195.797263
81.337992,16,5197.085224
84.529438,15,5198.29583
87.534603,17,5199.665119
99.146158,19,5201.203255
98.475711,20,5202.807715
98.331992,18,5204.235221
68.149085,13,5205.283846
118.675937,22,5206.984734
66.087898,13,5208.014621
98.383291,21,5209.623262
39.312437,8,5210.251499
99.046489,19,5211.818846
106.088847,17,5213.187513
74.048648,16,5214.476311
88.68079,19,5215.957218
277.454602,53,5220.16471
89.781354,14,5221.267657
55.800048,10,5222.084458
85.553904,14,5223.206267
73.107633,15,5224.387314
106.08384,21,5226.028508
59.347757,13,5227.066403
103.807994,22,5228.825442
76.173477,13,5229.868907
107.086698,17,5231.243277
59.233677,13,5232.277866
138.817883,20,5233.912453
78.166698,14,5235.033284
84.027429,18,5236.463291
96.332448,18,5237.927844
118.210082,24,5239.750603
66.951392,12,5240.701974
68.58108,10,5241.476381
120.576013,22,5243.232137
83.54622,18,5244.59581
43.657287,9,5245.286492
44.321496,10,5246.098341
71.485111,14,5247.234005
86.517914,15,5248.418089
98.51078,20,5250.05088
54.427317,12,5250.992726
197.054462,33,5253.623037
113.923802,16,5254.905571
64.195415,14,5256.045701
62.376331,13,5257.096167
39.329334,8,5257.747764
101.03972,18,5259.185208
45.730362,9,5259.90561
59.122911,12,5260.849112
59.232375,13,5261.880233
108.151723,22,5263.67728
59.04447,12,5264.633041
39.325221,9,5265.335623
83.720206,18,5266.733984
78.975091,17,5268.08374
39.32973,8,5268.736457
64.193816,14,5269.855047
100.403836,16,5271.136573
59.818087,10,5271.919251
82.258007,15,5273.129059
83.644824,17,5274.473923
63.388597,13,5275.488954
64.157824,14,5276.570794
44.335596,10,5277.356775
39.463924,9,5278.081481
72.665577,14,5279.228677
133.524935,27,5281.437625
84.149866,16,5282.724471
75.988113,15,5283.961308
108.643917,16,5285.24828
67.314936,13,5286.281747
39.309118,8,5286.902482
74.002499,16,5288.177125
112.195758,21,5289.837303
49.113336,10,5290.653708
57.057515,12,5291.601513
73.927992,15,5292.808872
141.595543,22,5294.611261
123.43426,25,5296.648864
125.283327,23,5298.422538
64.334207,14,5299.569453
103.64545,17,5300.930964
54.046432,11,5301.791016
68.945876,15,5302.965933
44.403128,10,5303.765138
68.823308,14,5304.882424
34.350302,7,5305.44303
91.524209,18,5306.8662
59.042265,13,5307.872307
56.63188,10,5308.672161
75.003348,13,5309.717223
91.679314,18,5311.141232
59.037909,12,5312.086945
62.04099,11,5312.96348
68.784903,14,5314.062212
94.301901,18,5315.507636
59.059656,12,5316.456309
84.560418,16,5317.719082
112.914337,23,5319.499898
77.895358,15,5320.694667
59.114545,12,5321.667237
39.307028,8,5322.311845
59.034846,12,5323.27389
44.167186,9,5323.958313
88.666286,19,5325.442901
54.088823,11,5326.300878
89.036394,14,5327.456214
59.226938,13,5328.480149
59.23258,13,5329.515414
72.197864,15,5330.674384
78.792281,13,5331.776347
39.312348,8,5332.418045
83.699169,18,5333.869706
95.865539,17,5335.218978
57.908712,11,5336.088352
61.38451,11,5336.98111
88.875839,19,5338.483444
116.995661,20,5340.093282
77.478031,14,5341.19822
49.205169,11,5342.053011
67.818696,13,5343.088555
217.687823,35,5345.975894
111.759926,23,5347.821761
59.334934,12,5348.783349
94.566875,17,5350.174883
39.361087,9,5350.887662
85.274578,14,5352.017701
83.911983,18,5353.450687
78.91337,15,5354.650014
93.966272,20,5356.219155
78.49361,13,5357.266902
96.933057,18,5358.699535
47.431432,10,5359.474623
43.750136,9,5360.181728
135.775569,20,5361.704628
108.692343,19,5363.214829
119.425297,20,5364.7928
122.720017,24,5366.691992
63.53839,13,5367.752186
98.871269,21,5369.44287
54.189784,12,5370.400168
44.254749,10,5371.206615
67.222641,12,5372.208994
129.205918,22,5373.93657
88.266113,14,5375.073221
39.512285,9,5375.809036
39.30252,8,5376.452837
54.319108,12,5377.39402
59.046069,12,5378.352323
73.969547,16,5379.586572
116.389258,24,5381.418536
59.111498,13,5382.410414
59.15116,13,5383.439801
48.635657,10,5384.224136
69.099794,15,5385.412461
99.800398,18,5386.843861
54.153493,11,5387.713684
53.495196,11,5388.587687
63.915229,13,5389.586656
66.601177,12,5390.541768
54.254219,12,5391.499602
69.142647,15,5392.692518
78.635162,13,5393.711277
64.29581,14,5394.819534
102.880634,18,5396.284192
64.081052,14,5397.381646
44.272362,9,5398.089053
68.412771,13,5399.13586
49.107872,11,5399.975204
63.391479,13,5400.998582
199.397029,37,5403.940917
133.121256,24,5405.940118
44.377423,9,5406.664011
85.758375,17,5408.002194
74.059391,16,5409.276909
90.557374,15,5410.481963
94.763341,17,5411.849761
57.120525,10,5412.730839
69.182022,15,5413.92166
93.525488,20,5415.519893
202.052033,39,5418.602598
49.376899,11,5419.484001
59.237871,13,5420.530123
59.260057,13,5421.534876
39.451654,9,5422.250274
74.272804,14,5423.383296
110.917076,21,5424.987216
73.713646,15,5426.103403
49.199611,10,5426.903087
82.414076,16,5428.14966
81.693791,14,5429.245734
64.082727,14,5430.323002
74.130294,14,5431.415288
61.987056,11,5432.300078
102.648744,18,5433.697425
111.032014,21,5435.316245
54.17947,11,5436.190156
44.28702,9,5436.912169
83.89282,17,5438.242733
64.149364,14,5439.315009
110.787056,21,5441.021855
68.05231,13,5442.070218
120.393491,22,5443.89908
204.804988,35,5446.690235
118.633505,25,5448.684838
69.074062,15,5449.855158
54.233696,12,5450.833493
103.788543,20,5452.427284
52.768723,10,5453.244449
98.870024,20,5454.847546
79.499831,12,5455.778296
44.341785,9,5456.510589
93.511959,20,5458.054114
110.108974,20,5459.577332
79.02378,17,5460.893435
157.188739,26,5462.968691
44.416203,10,5463.771166
168.769504,29,5466.086467
83.759145,17,5467.446212
39.507965,9,5468.189903
61.753867,11,5469.091692
62.157849,12,5470.027446
118.671245,24,5471.8838
101.302753,16,5473.17391
59.298865,13,5474.208073
67.078755,12,5475.160252
83.876313,17,5476.542416
59.344212,12,5477.508127
82.608306,16,5478.772553
119.988786,23,5480.591807
259.057255,50,5484.506118
118.585051,25,5486.471004
67.247708,13,5487.538097
104.358638,17,5488.893972
71.608527,11,5489.749388
85.714224,15,5490.926846
78.031224,15,5492.107303
69.073319,15,5493.298162
79.311863,14,5494.513854
83.574954,14,5495.638315
39.500111,9,5496.341668
75.06839,12,5497.308587
97.589356,15,5498.531751
39.347745,8,5499.168919
56.309461,12,5500.151987
53.500319,10,5500.949684
78.645675,14,5502.061454
96.97923,19,5503.620117
78.820385,17,5504.9658
123.499259,26,5507.062235
64.035999,14,5508.156422
44.404378,10,5508.950316
96.745721,17,5510.294921
87.162209,14,5511.436388
102.921202,20,5513.04398
123.068423,24,5514.945389
210.465353,31,5517.43888
120.670067,25,5519.419867
73.829135,15,5520.610397
39.538622,9,5521.32259
64.248393,14,5522.397807
68.838512,14,5523.50845
102.526626,20,5525.075556
126.68818,24,5527.009536
51.34717,11,5527.906981
97.316202,19,5529.433133
106.166413,20,5531.022254
96.78281,15,5532.26154
230.732607,41,5535.674851
103.646949,22,5537.392138
83.016078,17,5538.712278
66.088104,13,5539.755018
133.512838,28,5541.979012
54.207544,11,5542.861855
72.796627,14,5543.976714
58.217737,11,5544.830624
142.772905,30,5547.132848
77.618903,15,5548.327088
34.408128,7,5548.898237
96.250778,17,5550.267622
64.21094,12,5551.234512
76.051737,13,5552.289018
59.168732,12,5553.240384
73.908462,15,5554.472398
161.821358,26,5556.554019
72.691931,14,5557.668949
116.8832,21,5559.371591
150.827168,28,5561.538622
69.073433,15,5562.712359
93.672435,15,5563.90938
77.170054,14,5565.060974
34.466374,8,5565.688119
66.831189,11,5566.577183
88.138911,16,5567.855303
87.678444,17,5569.193049
83.989391,18,5570.62845
127.876234,26,5572.709348
185.35654,29,5575.005609
76.827911,12,5576.018714
103.248735,22,5577.72999
59.032778,12,5578.701084
72.138648,15,5579.876645
86.114275,16,5581.171892
63.838873,13,5582.141708
44.410318,10,5582.925584
59.233627,13,5583.957834
93.143266,19,5585.468468
138.432265,28,5587.70681
49.147325,10,5588.516736
49.13059,10,5589.298905
78.844345,17,5590.622113
34.350664,7,5591.195548
59.131241,13,5592.226097
64.013676,14,5593.320483
38.612503,8,5593.961439
53.463862,10,5594.77509
134.939494,24,5596.70483
39.454456,9,5597.42296
139.535811,26,5599.490922
98.867199,21,5601.223334
83.86357,17,5602.570716
80.146138,14,5603.699394
34.395296,8,5604.33339
102.12673,20,5605.918854
71.963727,15,5607.068263
163.403913,29,5609.320817
79.176188,16,5610.589555
144.604447,18,5612.028641
44.441632,10,5612.831851
79.91346,14,5613.966329
88.897031,18,5615.379671
69.310027,15,5616.618774
73.893772,15,5617.828921
123.488538,22,5619.58765
54.108912,11,5620.468156
98.71099,21,5622.150315
93.778217,20,5623.681101
98.888041,16,5625.00582
77.921414,15,5626.233844
49.180135,10,5627.010297
44.298147,9,5627.712419
133.917367,22,5629.447977
49.476892,11,5630.320615
44.318147,10,5631.09976
58.557695,12,5632.069074
59.024558,12,5633.021987
89.156264,18,5634.449793
129.070055,19,5636.010228
44.302323,9,5636.732374
72.625124,14,5637.882884
71.085108,14,5638.980404
155.911601,27,5641.141261
127.828841,20,5642.764472
59.168084,12,5643.730996
101.061332,18,5645.236657
68.767107,14,5646.333882
57.075396,12,5647.290872
120.64539,20,5648.818071
91.485149,18,5650.293836
67.64029,12,5651.251785
87.761013,17,5652.624313
59.142952,12,5653.561997
79.142705,17,5654.902137
57.763252,11,5655.779315
154.343983,31,5658.350377
64.146009,14,5659.489021
116.083446,22,5661.257277
77.195313,16,5662.551348
67.812318,13,5663.598907
54.207669,11,5664.450152
93.925284,20,5666.006913
64.205394,12,5666.974083
95.109085,15,5668.146155
78.92641,17,5669.48614
39.488497,9,5670.211137
138.551436,19,5671.764071
172.691387,35,5674.486893
49.280408,11,5675.34742
59.283286,13,5676.368613
358.471618,44,5679.820274
70.635754,14,5680.889161
44.186459,9,5681.581856
64.028101,14,5682.675797
63.970252,13,5683.684435
118.623772,25,5685.641733
44.240262,10,5686.411319
133.414806,28,5688.60407
64.182266,13,5689.614763
150.270006,24,5691.618247
74.150314,16,5692.882405
63.921559,13,5693.925345
83.612537,17,5695.277174
128.302661,27,5697.358489
88.548734,17,5698.712528
77.343141,15,5699.899183
101.130023,19,5701.454991
101.097042,15,5702.687444
62.177494,13,5703.725521
146.536578,25,5705.696233
98.614886,20,5707.285717
68.880157,14,5708.361694
117.058748,22,5710.063578
59.159202,13,5711.096909
64.14618,14,5712.225359
102.04378,19,5713.732283
76.532451,14,5714.845806
39.487704,9,5715.563316
63.939493,11,5716.471015
39.416801,9,5717.204164
93.174632,19,5718.727077
49.180504,10,5719.525574
54.212343,12,5720.464899
64.112782,14,5721.575531
39.337828,8,5722.202711
43.792106,9,5722.917832
97.624181,19,5724.483577
53.671329,11,5725.359523
59.058935,12,5726.329053
107.563687,22,5727.981952
92.415023,18,5729.446507
34.428682,7,5730.013034
93.919296,20,5731.61873
168.219899,33,5734.296559
102.935183,17,5735.675465
56.801736,10,5736.500196
39.386689,9,5737.220313
102.942902,21,5738.942581
44.198957,9,5739.659703
64.01875,13,5740.728783
187.87339,28,5743.049294
62.049682,12,5743.983
54.180268,12,5744.938113
92.470854,18,5746.372514
78.741697,16,5747.64693
72.97906,12,5748.629907
69.125398,15,5749.82309
112.457501,16,5751.10639
71.067856,14,5752.236593
198.700767,35,5755.036719
59.355634,13,5756.079353
62.190964,12,5757.009219
156.292849,31,5759.462765
172.566353,28,5761.772733
95.068313,16,5763.060199
145.391444,27,5765.247062
127.941065,26,5767.334978
87.924036,16,5768.593026
64.16682,14,5769.70975
54.307442,12,5770.664555
104.334807,19,5772.162043
72.728519,13,5773.204471
39.301133,8,5773.835884
231.115616,40,5776.964305
63.582146,13,5777.990136
74.186238,16,5779.248264
76.276144,14,5780.369972
49.23366,11,5781.2706
126.155469,22,5783.022186
81.999015,13,5784.064182
67.0508,13,5785.117696
99.503675,17,5786.50226
83.34401,17,5787.873744
95.073499,18,5789.321204
39.363036,8,5789.961221
108.614796,22,5791.709845
101.981574,20,5793.304801
85.21548,14,5794.457904
114.672894,18,5795.877126
75.968692,16,5797.148978
59.168022,13,5798.167177
42.187551,8,5798.81917
54.241634,11,5799.709077
49.375146,11,5800.578469
44.390148,9,5801.287194
119.49219,24,5803.226701
59.044773,12,5804.177078
34.363633,7,5804.734021
64.224912,14,5805.838579
88.91094,19,5807.337623
62.131604,13,5808.347003
63.588199,13,5809.371945
67.280509,11,5810.243167
104.727173,17,5811.587578
68.876119,15,5812.783483
163.359647,31,5815.323075
74.025238,16,5816.607256
64.243014,14,5817.725502
159.376532,28,5820.044944
83.849926,18,5821.51872
59.188801,13,5822.570411
59.089956,12,5823.506577
69.059296,15,5824.683847
69.105019,15,5825.880989
128.468994,26,5827.871497
91.478843,16,5829.134827
73.413778,15,5830.31796
39.389183,8,5830.956929
75.26083,15,5832.153315
72.274993,15,5833.368245
39.303439,8,5834.007582
73.663068,15,5835.223837
59.006966,13,5836.255303
59.122703,13,5837.290096
103.024064,21,5838.907054
139.815371,24,5840.880792
148.224232,30,5843.242136
214.3899,31,5845.73237
39.436668,8,5846.38016
98.156977,14,5847.504158
54.292921,12,5848.464177
63.884188,13,5849.4681
39.412388,9,5850.196683
44.379944,10,5851.005484
106.264222,19,5852.536038
54.082342,11,5853.403252
78.22071,15,5854.564346
144.513104,22,5856.337296
98.307454,20,5857.934439
74.063967,16,5859.223958
64.026374,14,5860.329375
44.361984,10,5861.16545
44.301995,10,5861.955251
64.29246,14,5863.073462
57.258219,10,5863.848327
69.259351,15,5865.061527
49.273283,10,5865.864205
110.016376,19,5867.383744
74.038616,15,5868.578671
142.547416,27,5870.685721
201.007428,30,5873.053942
164.864072,30,5875.503157
79.630136,13,5876.53178
91.664117,18,5877.941076
74.059162,16,5879.217229
113.352286,24,5881.178187
54.238411,11,5882.060094
112.983846,19,5883.56681
54.133492,12,5884.497781
69.179368,15,5885.721101
88.796964,19,5887.19994
128.137403,27,5889.334037
64.160392,14,5890.470187
182.312532,31,5892.946146
